time,temperature
13:30,27
14:30,27
15:30,27
16:30,27
17:30,26
18:30,25
19:30,25
20:30,25
21:30,25
22:30,25
23:30,24
00:30,24
01:30,24
02:30,24
03:30,24
04:30,24
05:30,24
06:30,24
07:30,24
08:30,25
09:30,26
10:30,26
11:30,27
12:30,27
13:30,27
14:30,26
15:30,26
16:30,26
17:30,25
18:30,25
19:30,24
20:30,24
21:30,24
22:30,24
23:30,24
00:30,24
01:30,24
02:30,24
03:30,24
04:30,23
05:30,23
06:30,23
07:30,23
08:30,24
09:30,25
10:30,25
11:30,25
12:30,26
